customer_id,Node1,Node2,Node3,Node4,Node5,Node6,Node7,Node8,Node9,Node10,Node11,Node12,Node13,Node14,Node15,customer_type,Node17,Node18,Node19,Node20,target_control,outcome,train_test
1962,Value2,Value1,Value1,Value2,Value3,Value3,Value2,Value4,Value2,Value4,Value3,Value1,Value2,Value4,Value1,persuadable,Value3,Value2,Value3,Value3,target,1,test
1963,Value4,Value1,Value1,Value2,Value3,Value4,Value1,Value2,Value1,Value2,Value2,Value3,Value1,Value1,Value1,sure_thing,Value1,Value4,Value1,Value3,control,1,train
1964,Value2,Value1,Value2,Value2,Value3,Value1,Value4,Value3,Value4,Value3,Value1,Value1,Value4,Value2,Value1,persuadable,Value4,Value1,Value2,Value4,target,1,train
1965,Value1,Value1,Value1,Value3,Value3,Value1,Value2,Value4,Value4,Value3,Value2,Value2,Value2,Value3,Value3,sleeping_dog,Value4,Value3,Value2,Value4,target,0,test
1966,Value2,Value3,Value4,Value2,Value2,Value1,Value4,Value2,Value4,Value4,Value1,Value3,Value2,Value2,Value2,sleeping_dog,Value1,Value2,Value3,Value4,target,0,train
1967,Value4,Value1,Value4,Value3,Value1,Value4,Value2,Value2,Value4,Value4,Value4,Value3,Value2,Value2,Value1,persuadable,Value3,Value2,Value3,Value4,control,0,train
1968,Value3,Value1,Value2,Value2,Value2,Value3,Value4,Value1,Value4,Value3,Value3,Value3,Value3,Value2,Value2,persuadable,Value1,Value2,Value2,Value2,target,1,train
1969,Value4,Value3,Value4,Value2,Value4,Value3,Value2,Value2,Value3,Value4,Value4,Value3,Value3,Value1,Value2,sure_thing,Value1,Value1,Value1,Value3,control,1,test
1970,Value1,Value3,Value4,Value2,Value2,Value4,Value2,Value4,Value4,Value4,Value4,Value3,Value2,Value3,Value3,lost_cause,Value4,Value4,Value1,Value3,target,0,test
1971,Value1,Value3,Value4,Value2,Value2,Value4,Value2,Value2,Value3,Value3,Value3,Value2,Value4,Value2,Value1,persuadable,Value1,Value3,Value2,Value4,target,1,test
1972,Value1,Value2,Value1,Value3,Value4,Value2,Value2,Value2,Value1,Value3,Value1,Value4,Value3,Value2,Value4,persuadable,Value1,Value4,Value4,Value3,target,1,train
1973,Value2,Value1,Value1,Value2,Value2,Value1,Value2,Value4,Value2,Value4,Value2,Value1,Value4,Value3,Value3,sleeping_dog,Value2,Value2,Value1,Value2,target,0,train
1974,Value1,Value1,Value2,Value2,Value2,Value1,Value4,Value2,Value4,Value4,Value4,Value2,Value3,Value4,Value1,sleeping_dog,Value1,Value4,Value1,Value4,target,0,train
1975,Value2,Value1,Value1,Value2,Value1,Value2,Value4,Value1,Value4,Value2,Value2,Value3,Value3,Value3,Value4,sure_thing,Value1,Value3,Value1,Value1,target,1,train
1976,Value4,Value1,Value4,Value2,Value3,Value4,Value4,Value4,Value2,Value3,Value2,Value1,Value4,Value3,Value2,sure_thing,Value1,Value4,Value3,Value3,control,1,train
1977,Value1,Value3,Value4,Value2,Value2,Value1,Value1,Value1,Value4,Value4,Value2,Value2,Value3,Value2,Value3,sleeping_dog,Value4,Value3,Value2,Value1,control,1,train
1978,Value2,Value1,Value2,Value2,Value1,Value2,Value2,Value1,Value3,Value3,Value1,Value3,Value3,Value4,Value1,sleeping_dog,Value2,Value3,Value4,Value4,control,1,train
1979,Value2,Value2,Value2,Value2,Value1,Value4,Value1,Value2,Value4,Value1,Value4,Value4,Value2,Value3,Value2,persuadable,Value1,Value1,Value4,Value4,target,1,train
1980,Value2,Value1,Value1,Value4,Value2,Value1,Value4,Value1,Value3,Value3,Value4,Value3,Value3,Value1,Value3,sleeping_dog,Value1,Value4,Value2,Value4,control,1,test
1981,Value4,Value3,Value2,Value2,Value4,Value1,Value2,Value4,Value2,Value1,Value2,Value2,Value2,Value4,Value1,lost_cause,Value1,Value2,Value1,Value1,control,0,train
1982,Value4,Value3,Value2,Value2,Value4,Value4,Value2,Value4,Value2,Value3,Value4,Value3,Value4,Value1,Value1,persuadable,Value4,Value4,Value4,Value4,control,0,train
1983,Value1,Value2,Value1,Value2,Value3,Value1,Value4,Value1,Value4,Value4,Value2,Value1,Value2,Value4,Value4,sleeping_dog,Value1,Value4,Value2,Value4,control,1,train
1984,Value2,Value3,Value2,Value4,Value2,Value4,Value4,Value1,Value4,Value4,Value1,Value1,Value2,Value1,Value4,sure_thing,Value2,Value1,Value2,Value1,control,1,train
1985,Value4,Value1,Value1,Value2,Value2,Value1,Value2,Value2,Value2,Value2,Value2,Value4,Value3,Value2,Value3,lost_cause,Value4,Value1,Value4,Value1,control,0,train
1986,Value4,Value3,Value2,Value2,Value1,Value4,Value1,Value3,Value2,Value4,Value2,Value2,Value2,Value3,Value1,lost_cause,Value1,Value2,Value1,Value4,control,0,test
1987,Value4,Value1,Value1,Value2,Value3,Value4,Value1,Value1,Value2,Value3,Value3,Value3,Value2,Value4,Value1,lost_cause,Value4,Value2,Value2,Value4,control,0,test
1988,Value2,Value3,Value4,Value2,Value2,Value2,Value1,Value1,Value3,Value4,Value2,Value2,Value3,Value4,Value3,sleeping_dog,Value2,Value3,Value4,Value3,control,1,train
1989,Value2,Value3,Value3,Value4,Value3,Value4,Value1,Value4,Value2,Value1,Value2,Value2,Value2,Value4,Value1,lost_cause,Value2,Value1,Value2,Value4,control,0,train
1990,Value1,Value2,Value3,Value2,Value3,Value1,Value4,Value3,Value4,Value4,Value4,Value3,Value4,Value4,Value1,persuadable,Value1,Value4,Value4,Value2,control,0,train
1991,Value4,Value1,Value2,Value2,Value4,Value2,Value4,Value2,Value4,Value3,Value3,Value1,Value2,Value1,Value4,sure_thing,Value1,Value2,Value3,Value4,target,1,test
1992,Value4,Value1,Value1,Value2,Value1,Value2,Value1,Value2,Value1,Value3,Value4,Value2,Value4,Value4,Value1,persuadable,Value1,Value4,Value4,Value2,control,0,train
1993,Value3,Value3,Value2,Value2,Value1,Value4,Value1,Value3,Value4,Value3,Value3,Value2,Value4,Value3,Value1,sleeping_dog,Value1,Value1,Value4,Value3,control,1,train
1994,Value3,Value1,Value1,Value2,Value4,Value2,Value4,Value4,Value1,Value4,Value3,Value1,Value4,Value2,Value4,sure_thing,Value2,Value2,Value2,Value4,target,1,train
1995,Value4,Value1,Value4,Value2,Value1,Value2,Value1,Value1,Value2,Value3,Value4,Value3,Value4,Value3,Value1,persuadable,Value1,Value3,Value4,Value2,target,1,train
1996,Value4,Value3,Value4,Value4,Value1,Value3,Value1,Value4,Value1,Value4,Value2,Value3,Value3,Value1,Value1,persuadable,Value4,Value1,Value4,Value3,target,1,train
1997,Value4,Value1,Value2,Value4,Value4,Value2,Value4,Value1,Value1,Value1,Value2,Value2,Value2,Value4,Value4,sleeping_dog,Value2,Value3,Value2,Value3,control,1,test
1998,Value4,Value1,Value1,Value2,Value2,Value4,Value4,Value1,Value2,Value2,Value3,Value4,Value1,Value1,Value3,sure_thing,Value3,Value3,Value1,Value3,target,1,test
1999,Value4,Value1,Value1,Value2,Value3,Value1,Value1,Value2,Value4,Value3,Value2,Value1,Value1,Value2,Value3,lost_cause,Value4,Value2,Value2,Value3,control,0,train
2000,Value2,Value3,Value2,Value2,Value2,Value4,Value2,Value4,Value4,Value4,Value3,Value3,Value2,Value3,Value3,lost_cause,Value3,Value1,Value1,Value4,target,0,train
2001,Value1,Value3,Value2,Value2,Value1,Value2,Value4,Value3,Value1,Value2,Value3,Value1,Value1,Value3,Value1,sure_thing,Value2,Value4,Value2,Value2,target,1,train
2002,Value3,Value1,Value1,Value2,Value4,Value2,Value1,Value2,Value2,Value3,Value3,Value1,Value2,Value2,Value3,lost_cause,Value1,Value1,Value1,Value3,control,0,test
2003,Value1,Value1,Value2,Value2,Value4,Value2,Value2,Value4,Value1,Value1,Value2,Value3,Value3,Value3,Value1,sure_thing,Value2,Value4,Value4,Value1,target,1,train
2004,Value4,Value3,Value1,Value4,Value2,Value1,Value4,Value4,Value2,Value3,Value4,Value3,Value4,Value4,Value2,lost_cause,Value3,Value2,Value3,Value3,control,0,train
2005,Value4,Value1,Value2,Value2,Value3,Value4,Value2,Value4,Value3,Value3,Value4,Value4,Value3,Value1,Value1,persuadable,Value3,Value4,Value3,Value3,target,1,train
2006,Value3,Value2,Value4,Value2,Value3,Value2,Value4,Value2,Value1,Value2,Value2,Value3,Value4,Value4,Value3,lost_cause,Value2,Value2,Value4,Value3,target,0,train
2007,Value1,Value1,Value1,Value4,Value4,Value4,Value4,Value1,Value3,Value3,Value4,Value1,Value3,Value1,Value4,lost_cause,Value4,Value4,Value4,Value4,control,0,test
2008,Value1,Value1,Value1,Value2,Value4,Value2,Value2,Value4,Value1,Value4,Value1,Value1,Value4,Value4,Value3,lost_cause,Value3,Value4,Value1,Value1,control,0,test
2009,Value4,Value1,Value1,Value2,Value2,Value1,Value2,Value4,Value2,Value3,Value4,Value2,Value2,Value3,Value3,lost_cause,Value4,Value2,Value3,Value1,target,0,train
2010,Value2,Value1,Value2,Value4,Value2,Value1,Value4,Value3,Value3,Value3,Value1,Value3,Value2,Value1,Value3,lost_cause,Value2,Value4,Value2,Value2,control,0,train
2011,Value4,Value1,Value2,Value3,Value4,Value3,Value4,Value2,Value1,Value2,Value3,Value1,Value2,Value1,Value4,sure_thing,Value1,Value3,Value3,Value4,target,1,train
2012,Value3,Value3,Value2,Value2,Value2,Value1,Value2,Value4,Value3,Value2,Value3,Value1,Value4,Value3,Value4,persuadable,Value3,Value4,Value1,Value4,control,0,train
2013,Value4,Value1,Value1,Value2,Value1,Value2,Value4,Value1,Value4,Value3,Value4,Value1,Value2,Value3,Value4,lost_cause,Value4,Value3,Value2,Value1,control,0,train
2014,Value2,Value3,Value4,Value4,Value4,Value3,Value4,Value3,Value2,Value4,Value4,Value4,Value4,Value1,Value1,persuadable,Value3,Value1,Value4,Value3,control,0,train
2015,Value1,Value1,Value2,Value2,Value4,Value4,Value2,Value4,Value3,Value3,Value1,Value3,Value2,Value2,Value4,lost_cause,Value1,Value4,Value4,Value1,control,0,train
2016,Value1,Value1,Value4,Value4,Value1,Value2,Value1,Value3,Value1,Value4,Value2,Value3,Value2,Value3,Value1,sure_thing,Value3,Value1,Value3,Value1,control,1,test
2017,Value2,Value1,Value2,Value2,Value2,Value4,Value1,Value3,Value4,Value3,Value3,Value4,Value1,Value2,Value2,persuadable,Value1,Value1,Value2,Value2,control,0,test
2018,Value1,Value1,Value2,Value2,Value1,Value2,Value2,Value4,Value1,Value3,Value4,Value3,Value2,Value3,Value1,persuadable,Value4,Value4,Value1,Value1,target,1,train
2019,Value4,Value1,Value1,Value4,Value4,Value4,Value4,Value3,Value3,Value2,Value2,Value1,Value2,Value2,Value3,sure_thing,Value4,Value3,Value4,Value1,control,1,train
2020,Value1,Value1,Value1,Value2,Value2,Value1,Value2,Value3,Value4,Value3,Value2,Value2,Value3,Value4,Value3,lost_cause,Value4,Value3,Value1,Value1,control,0,train
2021,Value1,Value3,Value4,Value2,Value1,Value3,Value4,Value3,Value3,Value2,Value3,Value1,Value3,Value4,Value1,sure_thing,Value1,Value4,Value4,Value3,target,1,train
2022,Value2,Value3,Value2,Value2,Value2,Value4,Value4,Value3,Value1,Value3,Value1,Value4,Value2,Value1,Value4,lost_cause,Value3,Value1,Value2,Value1,control,0,train
2023,Value4,Value1,Value2,Value2,Value4,Value3,Value1,Value2,Value4,Value3,Value3,Value2,Value1,Value1,Value4,lost_cause,Value2,Value3,Value2,Value1,target,0,test
2024,Value4,Value1,Value1,Value3,Value2,Value2,Value2,Value4,Value2,Value2,Value4,Value4,Value2,Value1,Value2,sleeping_dog,Value3,Value2,Value3,Value4,control,1,train
2025,Value4,Value1,Value4,Value2,Value2,Value1,Value2,Value4,Value2,Value3,Value3,Value3,Value4,Value2,Value3,sleeping_dog,Value1,Value2,Value4,Value3,target,0,train
2026,Value1,Value1,Value1,Value3,Value2,Value4,Value2,Value4,Value3,Value1,Value2,Value3,Value1,Value2,Value2,lost_cause,Value1,Value3,Value4,Value2,control,0,train
2027,Value1,Value1,Value3,Value3,Value4,Value2,Value2,Value2,Value1,Value3,Value2,Value2,Value2,Value4,Value3,persuadable,Value1,Value4,Value4,Value1,control,0,train
2028,Value2,Value1,Value2,Value2,Value4,Value2,Value2,Value4,Value3,Value1,Value3,Value3,Value2,Value1,Value3,lost_cause,Value3,Value4,Value4,Value4,target,0,train
2029,Value2,Value3,Value4,Value2,Value3,Value4,Value2,Value4,Value4,Value3,Value1,Value1,Value3,Value4,Value1,sure_thing,Value1,Value3,Value1,Value4,control,1,train
2030,Value4,Value1,Value1,Value2,Value3,Value3,Value2,Value4,Value4,Value4,Value2,Value1,Value2,Value3,Value2,sleeping_dog,Value2,Value2,Value3,Value1,target,0,train
2031,Value2,Value1,Value1,Value2,Value1,Value4,Value2,Value4,Value3,Value1,Value2,Value1,Value2,Value4,Value4,sleeping_dog,Value2,Value1,Value2,Value1,control,1,train
2032,Value4,Value1,Value2,Value2,Value1,Value2,Value1,Value3,Value4,Value3,Value1,Value3,Value3,Value4,Value1,lost_cause,Value4,Value3,Value4,Value1,control,0,train
2033,Value2,Value2,Value1,Value2,Value2,Value1,Value2,Value2,Value3,Value2,Value3,Value1,Value1,Value1,Value2,sleeping_dog,Value2,Value3,Value1,Value1,control,1,train
2034,Value4,Value1,Value4,Value2,Value1,Value1,Value2,Value3,Value3,Value3,Value1,Value3,Value3,Value4,Value4,persuadable,Value2,Value1,Value2,Value3,target,1,test
2035,Value3,Value1,Value3,Value3,Value2,Value3,Value2,Value1,Value2,Value3,Value1,Value4,Value2,Value1,Value3,sleeping_dog,Value2,Value4,Value2,Value1,target,0,train
2036,Value2,Value2,Value2,Value2,Value3,Value1,Value1,Value4,Value3,Value3,Value3,Value3,Value3,Value4,Value1,sleeping_dog,Value3,Value3,Value1,Value1,control,1,train
2037,Value4,Value1,Value1,Value2,Value2,Value1,Value2,Value3,Value3,Value4,Value1,Value1,Value2,Value1,Value4,persuadable,Value2,Value3,Value2,Value1,target,1,train
2038,Value2,Value1,Value1,Value2,Value2,Value1,Value2,Value4,Value3,Value4,Value3,Value1,Value2,Value3,Value2,sure_thing,Value4,Value4,Value1,Value4,target,1,train
2039,Value4,Value1,Value4,Value2,Value4,Value4,Value4,Value3,Value3,Value3,Value4,Value3,Value2,Value2,Value1,persuadable,Value1,Value3,Value2,Value1,control,0,test
2040,Value4,Value1,Value1,Value2,Value1,Value1,Value4,Value1,Value3,Value3,Value1,Value1,Value2,Value2,Value4,sure_thing,Value3,Value3,Value2,Value1,target,1,train
2041,Value1,Value1,Value1,Value4,Value4,Value2,Value1,Value2,Value1,Value3,Value3,Value4,Value4,Value4,Value1,persuadable,Value3,Value1,Value3,Value4,target,1,train
2042,Value3,Value1,Value2,Value2,Value3,Value1,Value4,Value3,Value1,Value4,Value4,Value1,Value3,Value2,Value1,sleeping_dog,Value1,Value3,Value2,Value4,control,1,train
2043,Value4,Value1,Value4,Value4,Value2,Value4,Value1,Value1,Value3,Value2,Value3,Value1,Value2,Value3,Value3,sure_thing,Value2,Value1,Value4,Value2,control,1,train
2044,Value4,Value3,Value2,Value3,Value1,Value4,Value2,Value4,Value2,Value3,Value2,Value3,Value2,Value4,Value1,sleeping_dog,Value1,Value1,Value1,Value1,control,1,test
2045,Value4,Value1,Value1,Value2,Value2,Value2,Value2,Value2,Value2,Value4,Value4,Value4,Value3,Value3,Value2,persuadable,Value3,Value1,Value4,Value3,target,1,train
2046,Value4,Value3,Value4,Value2,Value1,Value4,Value2,Value3,Value2,Value3,Value3,Value3,Value2,Value4,Value1,persuadable,Value3,Value2,Value2,Value4,control,0,train
2047,Value4,Value3,Value2,Value3,Value4,Value3,Value4,Value2,Value3,Value4,Value4,Value1,Value4,Value2,Value1,sleeping_dog,Value3,Value3,Value1,Value2,control,1,train
2048,Value3,Value1,Value2,Value4,Value1,Value4,Value2,Value1,Value4,Value4,Value2,Value1,Value2,Value3,Value4,sleeping_dog,Value3,Value4,Value2,Value1,control,1,train
2049,Value2,Value3,Value2,Value2,Value1,Value4,Value4,Value4,Value4,Value1,Value1,Value2,Value4,Value1,Value1,lost_cause,Value3,Value4,Value2,Value4,control,0,test
2050,Value2,Value3,Value4,Value2,Value3,Value2,Value2,Value3,Value3,Value4,Value4,Value2,Value2,Value4,Value1,sleeping_dog,Value1,Value1,Value2,Value1,control,1,train
2051,Value4,Value1,Value2,Value4,Value3,Value1,Value4,Value1,Value2,Value4,Value1,Value1,Value1,Value4,Value4,persuadable,Value1,Value1,Value2,Value1,control,0,test
2052,Value3,Value3,Value4,Value3,Value4,Value2,Value2,Value3,Value1,Value3,Value2,Value2,Value3,Value2,Value4,persuadable,Value2,Value3,Value3,Value1,control,0,train
2053,Value3,Value1,Value1,Value2,Value3,Value2,Value4,Value1,Value2,Value4,Value1,Value1,Value3,Value4,Value1,sleeping_dog,Value2,Value4,Value1,Value4,control,1,train
2054,Value2,Value1,Value1,Value2,Value3,Value1,Value1,Value2,Value4,Value2,Value1,Value3,Value4,Value1,Value3,sure_thing,Value2,Value1,Value3,Value1,control,1,train
2055,Value2,Value1,Value1,Value3,Value2,Value1,Value4,Value1,Value2,Value3,Value2,Value1,Value3,Value2,Value4,lost_cause,Value3,Value3,Value3,Value3,target,0,test
2056,Value2,Value2,Value1,Value2,Value2,Value2,Value4,Value4,Value2,Value4,Value2,Value1,Value3,Value2,Value2,lost_cause,Value3,Value4,Value2,Value1,target,0,test
2057,Value2,Value1,Value2,Value2,Value2,Value3,Value1,Value3,Value1,Value3,Value1,Value4,Value2,Value2,Value3,lost_cause,Value3,Value1,Value2,Value1,target,0,test
2058,Value3,Value1,Value1,Value2,Value2,Value1,Value2,Value4,Value1,Value2,Value2,Value2,Value3,Value2,Value2,sleeping_dog,Value2,Value2,Value4,Value3,target,0,train
2059,Value3,Value3,Value4,Value2,Value1,Value2,Value2,Value4,Value1,Value3,Value1,Value2,Value2,Value2,Value1,sleeping_dog,Value1,Value2,Value3,Value1,control,1,train
2060,Value3,Value1,Value2,Value2,Value3,Value3,Value4,Value3,Value2,Value3,Value3,Value4,Value4,Value1,Value1,sleeping_dog,Value1,Value3,Value1,Value3,control,1,train
2061,Value4,Value3,Value2,Value2,Value2,Value1,Value4,Value1,Value2,Value3,Value3,Value1,Value2,Value2,Value1,sleeping_dog,Value4,Value4,Value2,Value3,control,1,train
2062,Value4,Value3,Value4,Value3,Value1,Value4,Value2,Value2,Value2,Value4,Value2,Value1,Value2,Value4,Value1,persuadable,Value2,Value3,Value1,Value4,control,0,train
2063,Value1,Value1,Value2,Value3,Value2,Value1,Value2,Value4,Value4,Value4,Value2,Value2,Value2,Value4,Value2,sure_thing,Value4,Value4,Value2,Value4,control,1,train
2064,Value3,Value1,Value1,Value2,Value1,Value2,Value1,Value1,Value4,Value4,Value2,Value2,Value4,Value4,Value4,sleeping_dog,Value3,Value3,Value1,Value2,control,1,train
2065,Value2,Value1,Value1,Value4,Value3,Value2,Value4,Value1,Value4,Value1,Value1,Value2,Value4,Value3,Value1,sure_thing,Value4,Value4,Value4,Value4,control,1,test
2066,Value4,Value1,Value1,Value2,Value4,Value2,Value2,Value4,Value2,Value4,Value4,Value2,Value3,Value1,Value2,sure_thing,Value2,Value1,Value1,Value4,target,1,train
2067,Value4,Value2,Value1,Value2,Value3,Value3,Value2,Value4,Value3,Value3,Value4,Value4,Value3,Value1,Value1,persuadable,Value3,Value2,Value2,Value4,control,0,train
2068,Value1,Value3,Value3,Value2,Value4,Value2,Value4,Value3,Value3,Value2,Value1,Value1,Value2,Value1,Value4,sleeping_dog,Value2,Value4,Value1,Value1,target,0,train
2069,Value2,Value1,Value1,Value2,Value2,Value1,Value4,Value1,Value3,Value3,Value3,Value3,Value2,Value2,Value2,sure_thing,Value3,Value4,Value3,Value4,target,1,train
2070,Value4,Value3,Value3,Value2,Value2,Value1,Value3,Value4,Value2,Value3,Value1,Value3,Value3,Value3,Value3,sleeping_dog,Value2,Value1,Value2,Value4,target,0,train
2071,Value4,Value1,Value1,Value2,Value2,Value1,Value1,Value2,Value2,Value3,Value3,Value2,Value1,Value1,Value2,sure_thing,Value3,Value3,Value3,Value2,control,1,train
2072,Value4,Value1,Value4,Value2,Value2,Value1,Value2,Value2,Value2,Value4,Value1,Value1,Value3,Value2,Value4,sure_thing,Value1,Value3,Value4,Value4,control,1,train
2073,Value3,Value1,Value2,Value2,Value1,Value4,Value2,Value4,Value1,Value3,Value4,Value2,Value4,Value4,Value4,persuadable,Value3,Value2,Value2,Value3,control,0,train
2074,Value4,Value1,Value2,Value3,Value2,Value4,Value4,Value2,Value2,Value2,Value3,Value1,Value3,Value3,Value2,sure_thing,Value3,Value1,Value4,Value1,target,1,train
2075,Value2,Value1,Value1,Value4,Value2,Value1,Value1,Value4,Value2,Value3,Value4,Value1,Value2,Value3,Value4,sleeping_dog,Value1,Value1,Value4,Value4,control,1,train
2076,Value1,Value1,Value1,Value2,Value4,Value2,Value2,Value2,Value1,Value4,Value1,Value1,Value2,Value2,Value1,sure_thing,Value2,Value4,Value3,Value3,target,1,train
2077,Value2,Value1,Value1,Value3,Value1,Value4,Value4,Value1,Value4,Value3,Value2,Value1,Value3,Value3,Value1,sleeping_dog,Value3,Value3,Value3,Value1,target,0,train
2078,Value4,Value1,Value1,Value4,Value2,Value1,Value4,Value1,Value2,Value4,Value4,Value1,Value2,Value3,Value3,sure_thing,Value2,Value4,Value2,Value3,target,1,train
2079,Value4,Value1,Value1,Value4,Value2,Value2,Value1,Value1,Value2,Value4,Value3,Value2,Value4,Value1,Value2,sure_thing,Value2,Value3,Value4,Value4,target,1,train
2080,Value2,Value3,Value2,Value2,Value4,Value4,Value2,Value4,Value3,Value3,Value3,Value1,Value2,Value4,Value4,sleeping_dog,Value3,Value4,Value3,Value2,control,1,train
2081,Value2,Value1,Value1,Value2,Value2,Value1,Value2,Value2,Value2,Value3,Value4,Value1,Value4,Value4,Value3,sure_thing,Value1,Value3,Value2,Value1,control,1,train
2082,Value1,Value3,Value2,Value4,Value4,Value2,Value1,Value3,Value1,Value4,Value3,Value1,Value2,Value1,Value3,lost_cause,Value1,Value3,Value1,Value4,target,0,train
2083,Value2,Value3,Value3,Value2,Value1,Value2,Value4,Value1,Value3,Value4,Value4,Value1,Value3,Value3,Value1,sleeping_dog,Value2,Value3,Value4,Value4,control,1,test
2084,Value4,Value3,Value2,Value2,Value1,Value4,Value4,Value2,Value2,Value3,Value2,Value3,Value2,Value4,Value1,persuadable,Value4,Value2,Value3,Value1,control,0,train
2085,Value4,Value3,Value2,Value2,Value1,Value2,Value2,Value4,Value2,Value3,Value2,Value1,Value2,Value4,Value1,persuadable,Value3,Value2,Value3,Value1,control,0,train
2086,Value1,Value3,Value2,Value3,Value2,Value1,Value1,Value3,Value3,Value3,Value3,Value3,Value2,Value1,Value3,persuadable,Value3,Value1,Value3,Value4,control,0,test
2087,Value2,Value1,Value2,Value3,Value1,Value2,Value2,Value4,Value3,Value3,Value3,Value3,Value1,Value3,Value1,sure_thing,Value2,Value4,Value4,Value2,target,1,train
2088,Value4,Value3,Value3,Value2,Value4,Value2,Value4,Value1,Value1,Value3,Value2,Value1,Value2,Value3,Value4,persuadable,Value4,Value3,Value2,Value1,target,1,test
2089,Value3,Value1,Value2,Value4,Value2,Value2,Value4,Value3,Value1,Value3,Value2,Value2,Value3,Value4,Value2,lost_cause,Value1,Value2,Value2,Value3,control,0,test
2090,Value2,Value1,Value1,Value2,Value1,Value4,Value2,Value4,Value3,Value3,Value3,Value3,Value3,Value3,Value1,persuadable,Value3,Value2,Value2,Value2,control,0,train
2091,Value4,Value2,Value3,Value3,Value2,Value1,Value2,Value3,Value2,Value2,Value3,Value4,Value4,Value4,Value2,sleeping_dog,Value4,Value2,Value1,Value3,control,1,train
2092,Value4,Value1,Value1,Value2,Value3,Value2,Value1,Value2,Value4,Value3,Value2,Value1,Value1,Value2,Value1,sleeping_dog,Value4,Value4,Value2,Value3,control,1,train
2093,Value4,Value3,Value3,Value2,Value4,Value4,Value2,Value2,Value3,Value3,Value4,Value3,Value3,Value3,Value4,lost_cause,Value2,Value4,Value4,Value3,control,0,train
2094,Value4,Value1,Value1,Value2,Value4,Value1,Value1,Value2,Value2,Value4,Value2,Value1,Value4,Value4,Value4,lost_cause,Value3,Value4,Value4,Value4,control,0,train
2095,Value4,Value3,Value4,Value2,Value2,Value4,Value1,Value1,Value1,Value3,Value2,Value1,Value3,Value1,Value2,sure_thing,Value4,Value1,Value2,Value1,control,1,train
2096,Value1,Value3,Value4,Value4,Value4,Value2,Value1,Value4,Value1,Value3,Value1,Value3,Value3,Value4,Value1,sleeping_dog,Value3,Value3,Value4,Value1,target,0,train
2097,Value2,Value3,Value2,Value4,Value4,Value4,Value4,Value4,Value1,Value3,Value4,Value1,Value2,Value2,Value1,persuadable,Value4,Value3,Value4,Value2,target,1,test
2098,Value2,Value1,Value3,Value3,Value2,Value1,Value2,Value4,Value3,Value2,Value3,Value4,Value1,Value3,Value3,lost_cause,Value2,Value2,Value1,Value2,control,0,train
2099,Value2,Value1,Value1,Value2,Value2,Value1,Value4,Value3,Value4,Value2,Value1,Value3,Value2,Value2,Value3,lost_cause,Value3,Value1,Value4,Value1,control,0,train
2100,Value4,Value1,Value1,Value2,Value1,Value4,Value4,Value3,Value2,Value3,Value2,Value4,Value1,Value4,Value1,lost_cause,Value1,Value3,Value4,Value3,control,0,test
2101,Value3,Value1,Value2,Value2,Value4,Value4,Value2,Value4,Value4,Value3,Value2,Value1,Value2,Value3,Value4,persuadable,Value1,Value2,Value1,Value4,control,0,test
2102,Value2,Value1,Value1,Value4,Value2,Value1,Value1,Value3,Value3,Value1,Value3,Value3,Value2,Value4,Value4,lost_cause,Value2,Value1,Value3,Value2,control,0,train
2103,Value4,Value1,Value1,Value3,Value4,Value2,Value2,Value3,Value2,Value4,Value1,Value1,Value1,Value2,Value4,sure_thing,Value4,Value1,Value1,Value2,control,1,train
2104,Value4,Value1,Value4,Value2,Value2,Value1,Value4,Value1,Value4,Value2,Value2,Value1,Value2,Value3,Value2,persuadable,Value1,Value2,Value2,Value1,control,0,train
2105,Value4,Value3,Value2,Value4,Value4,Value4,Value1,Value3,Value4,Value2,Value3,Value1,Value3,Value3,Value1,lost_cause,Value3,Value4,Value4,Value3,target,0,train
2106,Value2,Value1,Value1,Value4,Value1,Value4,Value1,Value2,Value4,Value3,Value1,Value1,Value2,Value1,Value4,persuadable,Value1,Value2,Value2,Value1,control,0,train
2107,Value2,Value1,Value1,Value4,Value4,Value2,Value1,Value1,Value4,Value4,Value2,Value1,Value2,Value3,Value3,sleeping_dog,Value1,Value3,Value1,Value1,target,0,train
2108,Value2,Value1,Value2,Value2,Value4,Value2,Value4,Value3,Value3,Value3,Value3,Value3,Value3,Value3,Value4,sleeping_dog,Value2,Value2,Value1,Value2,control,1,train
2109,Value4,Value1,Value1,Value2,Value4,Value2,Value1,Value1,Value2,Value3,Value4,Value1,Value3,Value3,Value4,lost_cause,Value1,Value3,Value1,Value1,target,0,train
2110,Value1,Value3,Value4,Value4,Value1,Value4,Value1,Value3,Value3,Value3,Value3,Value3,Value3,Value2,Value4,sleeping_dog,Value3,Value4,Value2,Value1,control,1,train
2111,Value4,Value1,Value1,Value3,Value2,Value4,Value4,Value1,Value2,Value3,Value3,Value3,Value2,Value2,Value4,lost_cause,Value1,Value2,Value2,Value4,target,0,train
2112,Value4,Value1,Value2,Value4,Value1,Value4,Value4,Value3,Value2,Value4,Value3,Value1,Value1,Value3,Value1,lost_cause,Value4,Value2,Value3,Value4,control,0,train
2113,Value2,Value2,Value4,Value2,Value2,Value1,Value1,Value3,Value3,Value4,Value2,Value3,Value3,Value1,Value2,lost_cause,Value4,Value4,Value1,Value1,target,0,train
